704,1203
,
Surigao_del_Sur,
135,
652.93,351.9434
655.19,350.3834
655.8599,350.0834
654.94,349.2434
653.2299,349.6834
651.31,348.5634
651.2099,347.4234
652.8699,345.7234
653.8899,346.1634
655.0899,343.8834
657.1199,344.8534
656.7899,346.0434
657.9299,346.7834
657.8799,345.0434
656.5899,344.1734
657.8,341.9534
660.26,336.8734
659.3,336.7934
662.37,334.3734
667.44,336.0134
671.05,339.7934
673.87,339.6834
672.72,338.3034
673.17,337.0234
671.44,332.0634
671.86,328.9934
670.34,324.8234
672.62,322.7034
673.16,323.8234
676.08,318.7934
678.91,315.8934
679.86,315.5634
681.19,314.0434
681.43,312.4834
680,311.8334
682.52,311.2634
681.19,308.5034
683.21,305.5634
681.76,305.3034
682.65,304.4534
680.69,303.0134
680.89,301.4334
677.32,300.6634
676.17,299.9134
676.09,298.2734
674.28,297.6634
674.26,296.1734
676.64,295.0134
672.45,295.1934
666.48,291.7334
664.87,288.8934
667.95,286.7834
667.12,285.5434
669.28,282.9334
670.73,283.0134
670.47,283.7834
674.76,282.4434
675.2,283.1334
672.38,284.3934
673.99,285.0034
677.86,284.4534
679.81,282.9134
681.65,283.6034
683.34,282.9634
684.55,284.3134
685.23,283.4834
684.41,282.1434
687.27,281.9634
687.67,280.2234
686.7,279.4934
687.71,278.4034
685.21,278.7434
684.14,275.5834
685.99,275.7634
686.49,274.2034
684.76,271.2434
682.04,270.3034
683.38,268.6734
682.59,268.3734
682.84,267.2034
686.15,266.9034
687.14,265.5834
681.7,260.9134
683.8399,257.7134
687.2099,259.1534
690.8,262.3134
692.01,262.1334
689.97,252.5434
691.7,251.4934
689.03,248.3234
689.55,245.3434
688.38,245.0434
689.05,243.2234
691.51,243.4734
688.38,240.9834
686.97,240.9834
685.04,237.7634
685.04,237.7634
684.34,244.3934
684.34,244.3934
683.95,248.0734
680.64,249.0834
684.99,253.3234
680.18,252.8134
675.75,257.0234
673.87,257.2834
674.91,261.0334
678.58,265.2134
679.96,265.2434
679.99,266.9834
678.3,269.1034
679.16,273.7334
677.69,271.6134
671.9,271.2334
666.01,271.9434
663.22,274.6634
666.73,278.5634
661.92,278.1034
660.67,285.7034
658.87,285.8434
658.71,286.9034
658.33,291.5534
660.04,292.7134
659.78,293.5534
656.67,298.2534
655.03,303.9534
651.46,308.0434
650,322.2434
646.84,327.7234
641.08,334.3734
641.08,334.3734
640.54,340.9034
640.54,340.9034
652.88,353.3734
652.88,353.3734
,
Tarlac,
35,
267.82,822.1534
270.82,809.5034
273.93,806.2234
278.08,805.0934
275.75,800.9234
278.86,791.0734
277.24,788.4334
277,785.1534
280.1,782.8034
279.37,779.8834
279.37,779.8834
277.34,779.5734
277.14,780.8234
274.07,779.1234
271.09,780.1734
269.71,779.2534
264.98,779.2834
251.56,772.2134
250.26,772.4234
250.26,772.4234
247.84,777.2534
244.06,781.5034
235.19,786.8334
236.84,797.8234
239.47,802.9534
242.47,804.7034
241.77,806.1434
241.77,806.1434
246.85,808.5034
246.33,809.8634
248.88,812.0634
249.37,814.4934
251.84,817.1634
258.26,814.4834
263.11,817.5534
,
Tawi-Tawi,
6,
181.32,9.5634
179.87,2.5334
179.31,5.0634
180.34,6.9334
178.95,8.1234
181.37,11.2834
,
Tawi-Tawi,
4,
210.76,13.8034
213.72,11.7734
209.95,11.9334
209.41,13.3634
,
Tawi-Tawi,
7,
183.86,20.3834
186.68,14.7134
187.5699,9.2634
185.7399,2.6134
184.0699,0.7034
184.5699,11.4734
183.0399,19.5334
,
Tawi-Tawi,
5,
208.9899,21.2034
212.6199,19.3334
212.6399,16.7834
209.0299,16.2434
208.0399,20.5234
,
Tawi-Tawi,
4,
224.7099,27.3334
223.8099,23.8734
222.3999,23.5834
222.6399,27.0834
,
Tawi-Tawi,
4,
207.1899,28.8634
206.7699,27.4934
204.2099,27.6934
204.5299,29.0834
,
Tawi-Tawi,
4,
232.1699,28.7834
233.2899,28.1134
233.0799,26.9634
230.4999,28.9934
,
Tawi-Tawi,
5,
239.5599,28.4634
238.8599,27.7734
236.7499,28.3434
238.5099,29.9034
239.9099,29.1434
,
Tawi-Tawi,
7,
209.5499,35.2334
210.0699,30.8934
208.9199,30.3734
208.1699,31.3234
207.7699,29.6534
204.5999,29.1934
206.5399,33.7534
,
Tawi-Tawi,
4,
245.8199,35.5634
246.4599,34.0934
245.2799,33.2534
242.7199,33.3934
,
Tawi-Tawi,
5,
248.4399,37.3334
247.8599,35.3834
246.7599,35.7634
246.9099,37.9334
248.0499,38.4334
,
Tawi-Tawi,
6,
245.8399,40.7734
243.2799,39.2434
242.8299,40.2534
241.2799,39.9034
242.9399,45.1434
245.7699,42.7234
,
Tawi-Tawi,
3,
249.5899,45.2834
248.0499,39.9034
247.3899,42.8334
,
Tawi-Tawi,
37,
238.6199,51.8934
238.9599,48.4734
241.7599,46.6034
240.0599,43.5334
240.7099,39.8034
239.2199,37.2734
239.5599,35.6234
235.3899,37.0934
237.3699,39.9034
235.6499,40.6334
234.7999,38.4634
232.1999,40.1334
230.3899,37.5534
229.6199,38.2534
228.7299,38.7934
227.6399,38.3734
227.4699,39.6534
226.2299,39.7334
223.0399,37.8134
223.3399,36.1034
222.6799,35.4834
220.5099,32.1734
218.3099,32.9534
215.3099,31.2334
214.7099,30.8934
213.2199,29.9934
210.2899,30.6334
210.6399,34.6234
209.6199,35.6334
210.9999,37.3834
212.9899,37.1834
219.0799,40.2534
221.8299,43.7534
225.4799,43.3934
228.3799,46.1534
228.9399,46.8934
235.7899,51.4334
,
Tawi-Tawi,
4,
246.3499,54.5934
247.6099,54.2534
245.9299,53.0234
244.1899,53.5234
,
Tawi-Tawi,
4,
266.5299,55.6534
264.7799,56.5034
265.4799,58.3134
267.4099,56.6334
,
Tawi-Tawi,
9,
114.8999,175.2134
116.4299,173.6834
115.1599,171.0834
117.0499,169.0034
109.4199,170.8134
109.3799,172.1434
107.7899,173.1134
111.0999,174.2634
112.7899,173.7034
,
Zambales,
82,
215.23,820.2534
217.01,819.3334
219.66,820.5434
220.37,819.1734
222.67,819.1734
225.43,823.1434
229.54,820.5734
234.14,821.5534
236.84,814.2634
241.77,806.1534
241.77,806.1534
242.47,804.7134
239.47,802.9634
236.84,797.8234
235.19,786.8434
244.06,781.5134
247.84,777.2534
250.26,772.4234
250.26,772.4234
249.35,770.0634
249.91,767.8034
252.73,765.7534
253.99,763.1934
253.87,759.2334
256.12,757.1534
256.79,754.6434
256.79,754.6434
254.99,751.0834
250.64,751.7634
249.35,748.6234
245.31,745.4534
244.78,745.0434
244.94,746.2334
243.04,746.5434
242.74,748.4334
241.01,748.5334
239.58,750.7934
237.93,749.8834
238.84,746.1534
236.28,740.5334
231.69,742.1234
233.14,742.4334
232.05,743.6934
229.37,744.0034
231.31,746.6034
229.11,746.0134
229.46,748.9634
228.4999,748.9434
228.5699,750.8034
227.12,752.1334
228.1299,761.1134
227.2599,767.5034
224.1799,777.4034
224.5199,779.8334
222.5199,782.2834
220.8099,784.2534
220.9199,785.8234
218.1999,788.7034
218.8299,789.1234
216.5099,789.8334
216.6499,791.1034
215.3599,792.1034
217.3299,793.4334
216.1799,795.1634
216.4699,796.8034
217.4599,795.5634
219.2099,795.6434
219.4599,797.0734
221.0499,797.8734
218.7499,801.4334
219.6199,802.7034
218.1199,802.6234
218.1999,801.4334
217.2999,801.7734
217.8999,804.4134
216.3799,806.3834
217.9299,808.0334
218.5499,811.7334
217.3299,812.7334
216.1199,812.3434
213.8399,814.8934
216.7999,816.3834
,
Zamboanga_del_Norte,
101,
469.58,297.3234
472.76,296.5234
473.89,294.1334
477.51,295.4334
477.98,294.0634
476.35,292.2234
476.57,291.1734
478.32,289.6534
479.89,290.4034
480,289.5134
481.36,289.6534
481.36,289.6534
480.99,260.0634
480.99,260.0634
468.85,260.0234
466.39,261.2534
455.67,261.8134
455.12,252.1034
453.22,248.1034
453.22,244.0634
446.75,244.2434
438.36,238.1234
434.99,238.4334
434.99,238.4334
423.19,240.2434
416.63,239.2434
408.55,235.4434
401.29,229.4134
394.49,226.1234
388.55,217.3234
385.2,210.1634
384.39,205.1434
384.39,205.1434
380.79,198.1834
380.55,191.5834
379.08,187.5834
373.73,182.4934
361.35,182.2434
361.35,182.2434
366.59,189.7034
369.02,190.6534
369.39,191.9034
373.1,193.0334
373.22,194.4034
371.2,195.3534
370.66,197.6734
372.65,200.7134
372.5,204.1034
375.06,207.7034
373.85,209.6934
375.91,209.7934
378.9,213.3734
378.33,214.4834
377.42,213.9034
376.16,214.9834
378.26,218.1634
378.31,220.1734
376.97,224.1734
374.7,225.1734
376.01,227.0934
376.62,226.0934
377.53,226.6834
377.2,228.1434
377.32,229.8934
378.79,230.2834
380.14,234.0934
384.95,237.7234
384.93,241.5234
393.58,247.1834
402.05,249.6534
405.56,249.1234
410.88,250.4434
414.15,252.6234
416.53,256.2034
418.31,253.1934
420.77,252.5434
427.55,253.1934
430.9,255.0934
434.77,255.0734
440.82,259.9934
440.74,262.6034
438.7,263.3934
436.5,266.7734
439.87,268.2534
439.66,274.5534
441.73,275.6034
443.35,280.1234
445.74,281.9534
454.37,283.2434
460.66,281.7034
462.84,282.2434
465.09,285.4134
466.52,290.6734
468,291.3034
469.6,289.9434
471.18,290.5334
471.61,292.6734
469.97,293.6034
469.69,294.2234
468.57,295.7434
468.58,297.3134
,
Zamboanga_Sibugay,
10,
388.18,171.5634
388.79,170.8234
388.33,168.5534
385.19,169.0734
385.69,168.0134
382.97,165.7634
384.04,168.5134
383.47,169.1934
384.68,170.7034
386.05,170.1134
,
Zamboanga_Sibugay,
19,
436.54,200.7734
437.21,201.3034
436.04,202.6734
433.8,203.7234
432.92,202.6934
433.2,199.1634
432.27,198.4534
429.27,203.2234
426.75,202.3334
425.68,196.7434
427.29,196.1534
426.97,193.1634
428.82,191.7534
429.99,193.9934
433.82,194.8434
435.21,196.9434
437.45,196.2134
435.62,198.5734
439.29,197.9634
,
Zamboanga_Sibugay,
107,
447.3,230.5534
434.99,232.1134
434.99,238.4234
423.19,240.2334
416.63,239.2334
408.55,235.4334
401.29,229.4034
394.49,226.1134
388.55,217.3134
385.2,210.1534
384.39,205.1334
380.79,198.1734
380.55,191.5734
379.08,187.5734
373.73,182.4834
361.35,182.2334
361.07,177.2134
364,169.0134
376.37,163.4534
379.46,164.8434
379.9,166.0134
381.96,168.1534
383.94,174.2634
384,175.1334
383.42,176.6234
387.19,179.6934
387.13,181.0034
386.03,181.1434
387.41,183.1934
386.45,185.3634
387.78,185.7634
387.6,186.4334
387.89,188.1334
388.85,188.4134
389.6299,194.9534
391.6499,196.0634
392.4199,195.5434
392.1799,193.9134
393.2699,194.4234
397.0899,199.9634
393.5499,200.4734
394.4899,205.2334
394.3899,205.3734
397.8099,207.1934
399.1699,208.2134
401.0699,210.4434
402.4199,210.7434
403.7199,210.7034
403.8799,212.4634
405.2499,213.7134
401.2899,212.8334
400.0099,213.1734
399.8199,214.3134
404.0999,217.5434
403.5499,219.0434
405.5199,221.8234
406.6799,222.0134
407.9599,225.0534
413.5099,226.8034
413.8499,228.0534
414.9999,227.6534
416.2899,228.9634
417.3199,227.2834
418.7899,228.9134
420.6899,228.5734
422.5799,226.0934
424.2299,227.0234
427.4799,225.7334
428.0199,223.4534
426.5699,224.3634
426.3699,222.8234
425.2599,220.6834
426.2699,218.0134
425.5799,216.3134
425.7399,214.6534
427.4199,213.7634
428.1999,210.8334
427.4399,209.5634
426.4599,211.2734
425.7199,210.7834
425.0599,206.9934
425.1799,205.7834
426.5699,207.1534
427.8899,206.3734
427.6199,203.1234
428.9399,204.0134
429.6299,203.2534
432.0199,205.3434
432.0099,206.9434
430.6399,207.5834
432.7099,208.5734
433.0499,210.8334
434.0699,211.1634
435.3099,210.6234
437.4699,206.4334
439.1199,206.9834
440.4999,204.8334
441.3599,206.4234
440.8199,207.9134
443.6599,213.6334
443.0399,217.1134
445.2999,217.1334
444.9799,219.0634
445.4799,219.6234
445.5799,221.0134
447.2199,220.7934
448.1699,222.8534
,
Abra,
41,
290.69,983.9734
295,981.0534
296.67,973.7834
300.77,974.1134
303.17,972.3034
304.83,961.6834
304.83,961.6834
302.57,960.3734
304.62,954.5134
303.93,952.3634
295.78,947.1034
295.52,940.8534
289.74,928.6734
289.74,928.6734
289.77,926.0934
288.5,924.3834
285.64,924.1934
285.64,924.1934
281.33,924.1634
278.27,921.9034
273.77,922.1034
271.78,924.6234
272.82,924.9934
272.89,929.2934
267.93,933.4434
263.84,933.2234
262.45,936.9934
265.35,942.5034
265.84,945.9634
261.47,947.7434
258.37,946.3234
257.25,947.8934
258.73,951.1634
259.81,958.3234
262.17,963.1734
262.17,963.1734
265.57,970.4134
273.44,973.1134
276.15,977.5134
280.19,978.9334
283.82,982.5934
,
Agusan_del_Norte,
40,
619.16,349.3834
621.82,350.5834
627.05,350.7634
636.12,349.0934
640.02,345.8334
640.55,340.9734
640.55,340.9734
641.0899,334.4434
641.0899,334.4434
641.9799,329.2234
640.4699,322.5934
636.7799,316.1834
634.9099,310.6134
634.9999,307.4334
632.7,303.3234
635.2399,295.2534
622.3399,295.4434
618.03,292.4734
603.86,292.4234
603.86,292.4234
603.08,306.7034
604.82,308.0934
602.18,311.6834
603.42,314.1434
601.2,324.0234
601.2,324.0234
602.22,323.6234
603.51,319.5034
606.55,316.6934
610.32,316.5834
610.3599,315.0034
610.9799,316.5334
617.3,315.4834
624,318.4234
623.39,319.3134
625.11,322.5434
623.96,327.6334
624.76,331.4434
622.91,335.1434
622.94,338.8334
,
Agusan_del_Sur,
64,
641.09,334.4434
646.85,327.7934
650.01,322.3034
651.46,308.1034
655.03,304.0134
656.67,298.3134
659.78,293.6134
660.04,292.7734
658.33,291.6134
658.71,286.9634
658.87,285.8934
660.67,285.7534
661.92,278.1534
666.7299,278.6134
663.2199,274.7134
666.0099,271.9934
671.8999,271.2734
677.6799,271.6534
679.1599,273.7734
678.2999,269.1434
679.9899,267.0234
679.9699,265.2834
678.5899,265.2534
674.92,261.0734
673.88,257.3234
675.76,257.0634
680.19,252.8534
684.9999,253.3534
680.6499,249.1134
683.9599,248.1034
684.3499,244.4234
684.3499,244.4234
670.6799,244.3534
670.6799,244.3534
663.8299,241.3734
662.1799,239.6234
658.7199,241.6334
657.4699,244.2234
635.2899,244.2234
635.2899,244.2234
613.9799,243.3034
613.9799,243.3034
613.5199,246.2234
614.4299,250.0034
613.0099,251.6334
613.2899,255.4634
611.8699,258.5234
612.6599,261.5934
611.2699,262.6134
610.2899,266.2234
606.4399,268.8734
605.2299,271.3434
603.9999,286.7434
603.9999,286.7434
603.8599,292.4234
603.8599,292.4234
618.0299,292.4734
622.3399,295.4434
635.2399,295.2534
632.6999,303.3234
634.9999,307.4334
634.9099,310.6134
636.7799,316.1834
640.4699,322.5934
,
Aklan,
60,
365.5,532.7034
374.34,525.3734
380.39,524.5134
382.87,523.1434
384.65,523.6134
385.8599,521.6134
387.27,522.2234
390.98,517.7934
393.2599,517.9334
394.9299,518.0334
394.3299,516.0834
396.3499,517.1534
398.8699,512.8634
404.4499,508.2934
403.4899,507.5434
398.6299,512.4334
396.6499,511.6534
398.9899,509.6534
399.1099,507.3434
400.6999,507.0134
401.1399,508.5334
402.0099,506.4234
400.7399,506.3234
401.3599,504.6134
403.4699,504.5534
404.5299,507.5534
407.5899,506.3634
409.5899,505.4434
407.5499,504.7734
410.2899,504.3234
410.2899,504.3234
410.2799,503.0934
405.5899,499.0834
