793,1031
,
Alberta,
224,
278.17,92.8149
275.29,92.8149
271.47,92.8149
267.64,92.8149
263.82,92.8149
260,92.8149
256.18,92.8149
252.35,92.8149
248.53,92.8149
244.71,92.8149
241.75,92.8149
241.86,93.1049
241.8,93.4249
241.12,94.1949
240.84,94.9149
240.61,95.2049
239.13,95.7849
238.92,96.0849
238.85,96.3549
238.49,96.6549
238.01,97.4649
237.24,98.2949
237.04,98.6549
237.02,99.0949
237.15,100.0149
237.13,100.3549
236.92,100.4549
236.21,100.5249
235.89,100.6949
235.73,100.9549
235.7,101.1849
236.16,101.7249
236.55,102.9349
236.59,103.8549
236.17,105.7549
236.23,106.0449
236.47,106.4649
236.47,106.9449
236.32,107.5249
235.89,108.4749
235.24,111.6849
233.41,114.2949
232.92,114.7449
232.53,114.8549
232.2,114.8549
231.65,114.4649
231.5,114.4149
231.36,114.5449
230.96,114.9849
230.61,115.5549
230.56,115.6649
230.59,115.8549
230.67,116.1049
230.56,116.4349
230.34,116.7549
230.24,116.8849
230.12,116.8849
229.98,116.8649
229.88,116.8549
229.77,116.9249
229.46,117.2749
227.66,118.6749
227.61,118.8749
228.08,119.4349
228,119.8249
227.8,120.1949
226.23,121.7249
224.92,122.1749
224.4,122.5749
224.26,122.8749
224.07,123.8249
224.01,124.0049
223.89,124.1049
223.17,124.5249
222.8,124.9649
222.14,125.3249
221.88,125.6849
221.6,127.1249
221,127.8349
220.7,128.4949
220.28,128.9249
219.88,129.5249
219.3,130.0349
218.7,131.5949
218.34,132.0549
217.95,132.1949
217.58,132.0249
217.29,131.7749
217.14,131.5049
217.08,131.0649
216.94,130.9649
216.2,130.9449
215.97,131.2649
215.08,133.4349
214.73,134.0249
213.22,135.7749
212.55,137.3649
212.3,137.4049
211.97,137.1949
210.15,137.1549
208.69,138.1149
208.36,138.4749
208.05,139.0549
208.83,140.2349
208.86,140.6849
208.63,140.8449
207.5,141.3749
206.43,142.1849
206.2,141.8949
206.06,141.3349
205.91,141.1149
204.74,140.6949
204.47,140.7249
204.28,141.0549
204.24,141.5249
204.44,142.1449
204.07,142.6649
203.87,143.3149
203.31,144.2149
